module,type,name,res_id,src,value,comments
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14446,ball,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14447,bat,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14448,game,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14449,paddle,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14450,ping pong,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14451,table tennis,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14453,ping pong,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14463,badminton,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14464,birdie,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14465,game,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14466,racquet,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14467,shuttlecock,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14469,badminton,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14479,boxing,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14480,glove,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14482,boxing glove,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14492,judo,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14493,karate,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14494,martial arts,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14495,martial arts uniform,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14496,taekwondo,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14497,uniform,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14499,martial arts uniform,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14509,goal,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14510,goal cage,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14511,net,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14513,goal net,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14523,flag,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14524,flag in hole,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14525,golf,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14526,hole,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14528,flag in hole,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14538,ice,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14539,ice skating,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14540,skate,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14542,ice skate,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14552,fish,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14553,fishing,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14554,pole,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14555,rod,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14556,fishing pole,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14558,fishing pole,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14568,diving,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14569,diving mask,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14570,scuba,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14571,snorkeling,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14572,snorkelling,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14574,diving mask,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14584,athletics,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14585,running,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14586,sash,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14587,shirt,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14589,running shirt,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14599,ski,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14600,skiing,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14601,skis,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14602,snow,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14604,skis,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14614,sled,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14615,sledge,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14616,sleigh,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14618,sled,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14628,curling,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14629,game,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14630,rock,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14631,stone,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14632,curling stone,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14633,curling rock,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14635,curling stone,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14645,bullseye,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14646,dart,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14647,direct hit,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14648,game,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14649,hit,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14650,target,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14652,bullseye,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14662,fluctuate,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14663,toy,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14664,yo-yo,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14666,yo-yo,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14676,fly,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14677,kite,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14678,soar,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14680,kite,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14693,ball,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14694,billiard,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14695,eight,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14696,game,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14697,pool 8 ball,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14699,pool 8 ball,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14709,ball,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14710,crystal,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14711,fairy tale,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14712,fantasy,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14713,fortune,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14714,tool,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14716,crystal ball,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14726,amulet,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14727,charm,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14728,evil-eye,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14729,nazar,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14730,talisman,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14731,bead,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14732,nazar amulet,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14733,evil eye,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14735,nazar amulet,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14745,controller,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14746,game,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14747,video game,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14749,video game,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14759,game,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14760,joystick,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14761,video game,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14763,joystick,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14773,game,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14774,pokie,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14775,pokies,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14776,slot,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14777,slot machine,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14779,slot machine,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14789,dice,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14790,die,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14791,game,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14793,game die,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14803,clue,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14804,interlocking,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14805,jigsaw,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14806,piece,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14807,puzzle,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14809,puzzle piece,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14819,plaything,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14820,plush,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14821,stuffed,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14822,teddy bear,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14823,toy,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14825,teddy bear,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14835,card,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14836,game,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14837,spade suit,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14839,spade suit,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14849,card,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14850,game,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14851,heart suit,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14853,heart suit,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14863,card,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14864,diamond suit,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14865,diamonds,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14866,game,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14868,diamond suit,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14878,card,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14879,club suit,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14880,clubs,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14881,game,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14883,club suit,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14893,chess,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14894,chess pawn,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14895,dupe,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14896,expendable,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14898,chess pawn,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14908,card,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14909,game,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14910,joker,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14911,wildcard,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14913,joker,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14923,game,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14924,mahjong,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14925,mahjong red dragon,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14926,red,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14927,Mahjong,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14928,Mahjong red dragon,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14930,mahjong red dragon,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14940,card,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14941,flower,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14942,flower playing cards,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14943,game,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14944,Japanese,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14945,playing,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14947,flower playing cards,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14957,art,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14958,mask,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14959,performing,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14960,performing arts,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14961,theater,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14962,theatre,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14964,performing arts,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14974,art,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14975,frame,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14976,framed picture,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14977,museum,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14978,painting,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14979,picture,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14981,framed picture,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14991,art,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14992,artist palette,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14993,museum,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14994,painting,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14995,palette,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,14997,artist palette,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15007,needle,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15008,sewing,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15009,spool,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15010,string,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15011,thread,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15013,thread,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15023,ball,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15024,crochet,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15025,knit,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15026,yarn,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15028,yarn,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15039,clothing,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15040,eye,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15041,eyeglasses,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15042,eyewear,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15043,glasses,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15045,glasses,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15055,dark,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15056,eye,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15057,eyewear,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15058,glasses,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15059,sunglasses,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15060,sunnies,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15062,sunglasses,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15072,eye protection,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15073,goggles,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15074,swimming,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15075,welding,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15077,goggles,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15087,doctor,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15088,experiment,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15089,lab coat,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15090,scientist,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15092,lab coat,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15102,emergency,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15103,safety,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15104,vest,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15105,hi-vis,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15106,high-vis,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15107,jacket,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15108,life jacket,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15110,safety vest,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15120,clothing,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15121,necktie,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15122,tie,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15124,necktie,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15134,clothing,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15135,shirt,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15136,t-shirt,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15137,T-shirt,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15138,tee,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15139,tshirt,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15140,tee-shirt,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15142,t-shirt,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15152,clothing,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15153,jeans,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15154,pants,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15155,trousers,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15157,jeans,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15167,neck,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15168,scarf,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15170,scarf,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15180,gloves,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15181,hand,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15183,gloves,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15193,coat,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15194,jacket,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15196,coat,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15206,socks,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15207,stocking,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15209,socks,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15219,clothing,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15220,dress,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15221,woman’s clothes,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15223,dress,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15233,clothing,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15234,kimono,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15236,kimono,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15246,clothing,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15247,dress,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15248,sari,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15250,sari,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15260,bathing suit,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15261,one-piece swimsuit,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15262,swimming costume,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15264,one-piece swimsuit,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15274,bathers,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15275,briefs,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15276,speedos,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15277,underwear,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15278,bathing suit,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15279,one-piece,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15280,swimsuit,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15281,pants,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15283,briefs,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15293,bathing suit,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15294,boardies,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15295,boardshorts,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15296,shorts,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15297,swim shorts,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15298,underwear,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15299,pants,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15301,shorts,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15311,bikini,,odoo-javascript
web,code,addons/web/static/src/core/emoji_picker/emoji_data.js,15312,clothing,,odoo-javascript
